P_el
332.40332092493287
327.1339773560368
325.583340631477
326.7168091256494
335.51086197817244
331.17339524620905
325.605164177353
323.60375053847525
325.4087143504841
335.80381079333364
329.61045892223376
328.9057001617526
331.944568766141
326.68603903510734
327.9238650409089
347.26476358946593
336.4637442923817
328.78877498402665
338.32052851140827
339.5294598559545
339.0389043103967
345.54070033942713
349.0150348662994
345.34543214283394
321.58038732193927
337.69858744885084
334.12212347506306
331.56463973831086
334.5169916172151
335.34007936086516
335.34447313198785
340.6531354482465
337.0922653577901
333.7012043721883
341.43684275030773
327.345172034106
327.9206879774656
326.5187613409455
329.7235735983369
329.3333537492022
322.3578021853637
334.191197229461
335.0693602585015
336.1043418268356
331.8248891934051
337.5626945731414
326.8344287758129
323.84850774758934
333.58261069562104
342.9736064335315
344.03500384550733
334.6665813620467
331.82019044587
335.3075676824866
325.53417284579564
321.58404224927796
326.98566950945184
318.33701886407187
328.61350581735786
328.0773664188776
332.2072895810027
334.1732657850004
335.4770401601279
348.47016663816413
351.72829633586434
341.8406237614617
327.7230798729877
339.99878010444854
325.60697188354266
334.5936097107633
331.0350953522425
330.8613384313421
330.13378756441296
329.80909742344846
325.263772779934
316.89427303774755
323.11988659177416
330.46029585388624
323.07805900812
330.5056722251872
317.8290135097142
324.0818628942262
324.07372924347527
318.9930747959452
311.46687014670096
318.5944520646949
328.53424303556676
319.6087783735541
316.63527065987313
322.7303394965556
330.02237908630315
327.3636448491375
327.9667450715891
320.80759254995303
334.8102225039468
323.47958906713467
311.2524692630243
326.4003263224671
322.06721255242655
313.48701602897916
320.0969689989371
318.77045355445347
318.244358542725
315.2829309788174
316.35538151111353
323.66766336443817
321.9216749227456
320.33530850167136
319.50497466672505
309.2442898647711
330.6277409342649
339.2403146695352
326.6836506159999
337.97168177887704
339.69141342645923
335.82927543968
407.6893550809021
485.1539834204718
522.8871213565042
539.3238738950065
557.9187148086055
549.1338743055283
665.1591753344068
705.4378230186308
753.236802961982
701.6915356137043
776.5397742222349
769.9233984236939
766.0235305303221
834.9448293115898
773.6056674682247
839.5881544624709
859.858778718422
853.1251970306188
848.6341433226352
819.2155237420088
774.9906566222401
680.5628663480823
648.8001985605633
750.1417206644481
838.7190935575948
878.7233433816045
848.459956266365
855.0741062251949
856.3918606580522
846.6695829333411
868.3468819391973
887.6757503038316
848.4568647084067
821.7461301157205
766.6795495409837
750.6503813095758
801.4846584116467
765.8334647081484
806.9759469027581
872.1643934764415
859.7114722884099
793.3766931050659
795.1561154656379
821.7996068086197
824.430671743654
811.8382324795415
913.1979864162045
919.5065657406316
865.4940779619814
936.7204291643309
948.1250882518228
903.142487555034
903.2944010461613
892.6079788959282
832.5193479277312
808.3262846684496
890.7474065696908
919.9138154116291
960.6853476377185
929.790534358022
937.1313197132065
909.9327689767396
895.8538340733412
855.4341523468584
816.266052368643
887.8808972116497
865.7339669295167
880.6100255759942
908.7293034347393
813.8301230941172
835.7865098106857
865.7398363196746
841.8493080646722
830.4050922275379
774.8306010414346
735.6992630092698
717.954563067334
786.5403857008728
871.2853973151722
891.1192121589542
852.8658525895903
887.5410116866374
908.811302633183
891.8342591891146
914.5244849088926
923.421788666195
912.8999906998833
927.9057358523551
893.0510938074572
776.3514496293798
929.7258345244418
1013.772830138776
988.5634089575747
889.9894014560977
940.3527244873574
969.6864235151074
1003.076339426325
1014.4688270155008
952.9067070146739
987.6980211211862
993.9636356160473
1021.7157333157918
961.5762743579852
1000.5102851342527
1022.677819218586
932.281523609255
919.8535521652672
908.4326023284872
923.5798585185969
945.7489779626835
904.3804932200327
971.6721466376786
1012.9011280713243
1015.1395420781312
1001.3596031379617
1002.0310990569128
1015.8947381762266
991.6676761384056
988.8824862629891
1046.4399268170118
1099.8608404067063
1116.0266846238615
1069.053866795903
1045.8288669157857
1061.4219735096601
1085.095170843313
1097.8845811337044
1114.7882675683168
1109.7840513772917
1108.7679161065769
1032.1797830827409
1026.1380593291328
991.0152345454441
994.483482361719
1013.3229351465823
906.5497449013936
987.4187743639873
1003.2104945208064
1011.4308980396993
990.5667763298047
1000.674899180379
984.9049613371399
988.7963221727176
965.6976220081802
966.5611728253385
939.2017611420755
924.8761587177543
956.7646264731214
932.0346110203885
936.2524795031011
928.8173342563715
952.9398283179205
985.9722115661126
949.7578351055743
950.9213542003282
874.372424569402
838.7689943138271
886.550314166987
876.4341301484314
851.2286554219329
790.917874626989
747.7703844950532
736.1547051868192
713.7605022539352
648.9296518516451
709.2652899749592
730.585406528946
717.052421480125
722.384148870791
727.0025513958584
677.4135332406066
706.1754185872018
717.9431075191884
740.5036140061497
733.0256116195607
753.2332393368464
728.030163777993
731.7649810422574
725.6700303841205
659.4576433067735
737.6875780515661
703.5307606919588
576.9219176390159
552.9667342257867
517.6333613719086
577.6176401429617
689.1065295110093
715.8728352541712
730.4132308988629
710.9145420184364
722.3125654501215
697.6866530389444
676.2281967299401
604.8630484392834
594.2435859507001
585.0267465331118
590.5516938610168
586.6578712937711
588.1043674666228
663.1270333956596
701.4466500952142
667.5890245518437
700.3979216756734
716.3352900659179
725.7880430381115
709.4805553247834
713.6366469317229
710.8024518227568
720.9258184391281
722.4593698256418
709.7368582581483
717.1036651569794
701.42034724024
722.3360765137563
703.4378925623269
718.9274968668523
736.826103638802
733.6641534066886
686.8163035354502
707.1107806192578
720.1819207856036
719.6617887231056
719.7481822782482
716.934308851223
719.21852136371
718.2713888266184
716.0832889370091
541.0054172062709
417.6903452891673
384.17760994598063
366.4285172382783
361.9076344452814
348.6837934456379
354.59330162077663
350.38130521724827
342.1934566281058
346.8115461168535
357.4135851347456
353.6667034114589
361.3529141663356
342.61690070263995
355.90661685620773
345.21358291189057
344.28335400263313
346.8626161383646
360.7977902420217
346.0984991900042
351.89337303832747
354.9273652088039
348.10764397811664
354.6647150648999
343.62560499973927
343.55560823828074
347.44395098768325
346.67259328812645
348.6362686564932
337.8192596480432
347.70504882204983
341.9045303516014
339.62213205778494
335.19395478131736
346.2947037859513
342.51055979974694
351.6080338897314
350.5697614252414
335.3750194931572
333.50584579223784
333.27195869018135
336.7722294725982
342.5545092352341
